method,block,iter,t,gaussians,added,pruned,block_seconds,val_psnr,val_ssim,reward,stop_intent,block_steps,densify_mode,densification_interval,prune_mode,opacity_reset,stop,densify_threshold_mult,prune_opacity_threshold,position_lr_mult,feature_lr_mult,opacity_lr_mult,scaling_lr_mult,rotation_lr_mult
agentic,33,6600,74.494,182686,0,0,2.6816,19.211,0.6423,-0.0625,stop,200,off,50,opacity_only,no_reset,continue,0.5796,0.0018,1.7465,1.4509,0.5264,1.1164,1.1109
agentic,34,6800,76.995,182686,0,0,2.5009,19.213,0.6414,-0.2001,stop,200,off,50,opacity_only,no_reset,continue,0.5893,0.0019,1.7514,1.4323,0.532,1.1189,1.1089
agentic,35,7000,79.599,182686,0,0,2.6034,19.11,0.6381,-0.1296,stop,200,off,50,opacity_only,no_reset,continue,0.6183,0.0021,2.0459,1.4061,0.5415,1.2592,1.1976
agentic,36,7200,82.143,182686,0,0,2.5441,19.41,0.652,-0.099,stop,200,off,50,opacity_only,no_reset,continue,0.5867,0.0019,1.7706,1.4388,0.5303,1.1285,1.1167
agentic,37,7400,84.764,182686,0,0,2.621,19.382,0.6546,-0.1315,stop,200,off,50,opacity_only,no_reset,continue,0.5784,0.0018,1.7147,1.4495,0.5256,1.0994,1.099
agentic,38,7600,87.281,182686,0,0,2.5172,19.399,0.6507,-0.0808,stop,200,off,50,opacity_only,no_reset,continue,0.5969,0.0019,1.9353,1.4417,0.5294,1.2114,1.1675
agentic,39,7800,89.792,182686,0,0,2.5113,19.566,0.6566,-0.1482,stop,200,off,50,opacity_only,no_reset,continue,0.597,0.002,1.7879,1.4196,0.5363,1.1367,1.1187
agentic,40,8000,92.326,182686,0,0,2.5339,19.565,0.6593,-0.0877,stop,200,off,50,opacity_only,no_reset,continue,0.5978,0.0019,1.9456,1.4403,0.5298,1.2161,1.1705
agentic,41,8200,94.842,182686,0,0,2.5158,19.57,0.6637,-0.1219,stop,200,off,50,opacity_only,no_reset,continue,0.6018,0.002,1.802,1.4111,0.539,1.1433,1.1218
agentic,42,8400,97.389,182686,0,0,2.5473,19.583,0.6662,-0.1171,stop,200,off,50,opacity_only,no_reset,continue,0.5922,0.002,1.7515,1.4253,0.5334,1.1183,1.1068
agentic,43,8600,99.931,182686,0,0,2.5414,19.586,0.6639,-0.1578,stop,200,off,50,opacity_only,no_reset,continue,0.5834,0.0019,1.7143,1.4386,0.5283,1.0989,1.0963
agentic,44,8800,102.543,182686,0,0,2.6124,19.664,0.6691,-0.1217,stop,200,off,50,opacity_only,no_reset,continue,0.5995,0.0019,1.9284,1.4351,0.5307,1.2075,1.1633
agentic,45,9000,105.129,182686,0,0,2.5858,19.637,0.6734,-0.1186,stop,200,off,50,opacity_only,no_reset,continue,0.5796,0.0019,1.7163,1.4457,0.5261,1.0996,1.0982
agentic,46,9200,107.745,182686,0,0,2.6163,19.73,0.6771,-0.1063,stop,200,off,50,opacity_only,no_reset,continue,0.5871,0.0019,1.7129,1.4307,0.5304,1.098,1.094
agentic,47,9400,110.327,182686,0,0,2.5822,19.461,0.6696,-0.2272,stop,200,off,50,opacity_only,no_reset,continue,0.6138,0.0021,1.8019,1.3867,0.5456,1.1419,1.1164
agentic,48,9600,112.872,182686,0,0,2.5448,19.563,0.6679,-0.0934,stop,200,off,50,opacity_only,no_reset,continue,0.6296,0.0022,2.0685,1.3827,0.5476,1.2663,1.1991
agentic,49,9800,115.464,182686,0,0,2.5924,19.724,0.6806,-0.1764,stop,200,off,50,opacity_only,no_reset,continue,0.6095,0.0021,1.8226,1.3959,0.5431,1.1521,1.1251
agentic,50,10000,118.088,182686,0,0,2.6234,19.868,0.6794,-0.1179,stop,200,off,50,opacity_only,no_reset,continue,0.6061,0.002,1.9571,1.423,0.5342,1.2199,1.1699
agentic,51,10200,120.655,182686,0,0,2.5675,19.938,0.6814,-0.1162,stop,200,off,50,opacity_only,no_reset,continue,0.6008,0.002,1.7716,1.4086,0.5381,1.1275,1.1099
agentic,52,10400,123.271,182686,0,0,2.6155,19.987,0.6881,-0.1252,stop,200,off,50,opacity_only,no_reset,continue,0.5945,0.002,1.7283,1.4166,0.5344,1.1056,1.0962
agentic,53,10600,125.896,182686,0,0,2.6253,19.946,0.6887,-0.1243,stop,200,off,50,opacity_only,no_reset,continue,0.5833,0.0019,1.6871,1.4337,0.528,1.0837,1.0849
agentic,54,10800,128.581,182686,0,0,2.685,20.004,0.691,-0.1228,stop,200,off,50,opacity_only,no_reset,continue,0.5871,0.0019,1.6891,1.4264,0.5302,1.0849,1.0841
agentic,55,11000,131.213,182686,0,0,2.6316,20.159,0.6967,-0.1433,stop,200,off,50,opacity_only,no_reset,continue,0.5858,0.0019,1.6836,1.428,0.5294,1.0818,1.0824
agentic,56,11200,133.825,182686,0,0,2.6123,19.904,0.6907,-0.1867,stop,200,off,50,opacity_only,no_reset,continue,0.62,0.0021,1.9764,1.3957,0.5421,1.2266,1.1705
agentic,57,11400,136.478,182686,0,0,2.6525,20.102,0.693,-0.1205,stop,200,off,50,opacity_only,no_reset,continue,0.6187,0.0021,2.0085,1.3996,0.5413,1.2411,1.1819
agentic,58,11600,139.139,182686,0,0,2.6611,20.107,0.6949,-0.1162,stop,200,off,50,opacity_only,no_reset,continue,0.607,0.0021,1.7793,1.3956,0.5415,1.1305,1.1095
agentic,59,11800,141.788,182686,0,0,2.6494,20.056,0.6935,-0.1904,stop,200,off,50,opacity_only,no_reset,continue,0.6193,0.0022,1.7958,1.3726,0.5485,1.1375,1.1105
agentic,60,12000,144.41,182686,0,0,2.6221,20.173,0.6989,-0.1313,stop,200,off,50,opacity_only,no_reset,continue,0.6234,0.0021,1.9954,1.389,0.5439,1.2343,1.1751
agentic,61,12200,147.07,182686,0,0,2.6601,20.161,0.6987,-0.1238,stop,200,off,50,opacity_only,no_reset,continue,0.6148,0.002,1.9794,1.4047,0.5391,1.2283,1.1729
agentic,62,12400,149.768,182686,0,0,2.6977,20.284,0.7046,-0.1229,stop,200,off,50,opacity_only,no_reset,continue,0.6024,0.0021,1.7476,1.4006,0.5388,1.1145,1.0991
agentic,63,12600,152.448,182686,0,0,2.6803,20.316,0.7062,-0.1379,stop,200,off,50,opacity_only,no_reset,continue,0.5928,0.002,1.6894,1.4134,0.5333,1.0845,1.0811
agentic,64,12800,155.12,182686,0,0,2.6717,20.243,0.7087,-0.1821,stop,200,off,50,opacity_only,no_reset,continue,0.6125,0.002,1.9165,1.4047,0.5378,1.1992,1.1515
agentic,65,13000,157.796,182686,0,0,2.6762,20.201,0.6991,-0.1296,stop,200,off,50,opacity_only,no_reset,continue,0.6455,0.0023,2.1001,1.3495,0.5564,1.2756,1.2015
agentic,66,13200,160.483,182686,0,0,2.6868,20.146,0.7072,-0.13,stop,200,off,50,opacity_only,no_reset,continue,0.6044,0.0021,1.7553,1.3963,0.5398,1.118,1.1006
agentic,67,13400,163.112,182686,0,0,2.6291,20.282,0.709,-0.1333,stop,200,off,50,opacity_only,no_reset,continue,0.6012,0.0021,1.7036,1.3974,0.538,1.0917,1.0828
agentic,68,13600,165.809,182686,0,0,2.6967,20.28,0.7085,-0.1551,stop,200,off,50,opacity_only,no_reset,continue,0.647,0.0024,2.0613,1.3442,0.5572,1.2583,1.1874
agentic,69,13800,168.561,182686,0,0,2.7521,20.109,0.7082,-0.1365,stop,200,off,50,opacity_only,no_reset,continue,0.6369,0.0023,2.0621,1.3636,0.5515,1.2607,1.1915
agentic,70,14000,171.403,182686,0,0,2.8425,20.204,0.7127,-0.1402,stop,200,off,50,opacity_only,no_reset,continue,0.5923,0.002,1.6992,1.4132,0.5329,1.089,1.084
agentic,71,14200,174.26,182686,0,0,2.8563,20.566,0.7158,-0.1295,stop,200,off,50,opacity_only,no_reset,continue,0.5975,0.002,1.6725,1.4,0.536,1.075,1.072
agentic,72,14400,177.0,182686,0,0,2.7406,20.154,0.7094,-0.2345,stop,200,off,50,opacity_only,no_reset,continue,0.6103,0.0022,1.7073,1.3788,0.5432,1.093,1.0802
agentic,73,14600,179.807,182686,0,0,2.8067,20.465,0.7154,-0.1322,stop,200,off,50,opacity_only,no_reset,continue,0.6304,0.0022,1.9602,1.3701,0.5479,1.2162,1.1586
agentic,74,14800,182.512,182686,0,0,2.705,20.453,0.7164,-0.1568,stop,200,off,50,opacity_only,no_reset,continue,0.5946,0.002,1.6847,1.406,0.5342,1.0812,1.0773
agentic,75,15000,185.274,182686,0,0,2.7623,20.412,0.7184,-0.1338,stop,200,off,50,opacity_only,no_reset,continue,0.6331,0.0022,1.9617,1.3642,0.5495,1.2163,1.1578
agentic,76,15200,187.972,182686,0,0,2.6977,20.356,0.7177,-0.1432,stop,200,off,50,opacity_only,no_reset,continue,0.6086,0.0021,1.722,1.3824,0.5422,1.1002,1.0857
agentic,77,15400,190.746,182686,0,0,2.7744,20.446,0.7175,-0.1367,stop,200,off,50,opacity_only,no_reset,continue,0.6287,0.0022,1.9411,1.371,0.5469,1.2074,1.1521
agentic,78,15600,193.494,182686,0,0,2.7476,20.397,0.7192,-0.1623,stop,200,off,50,opacity_only,no_reset,continue,0.6022,0.0021,1.6922,1.3909,0.5386,1.0848,1.0768
agentic,79,15800,196.27,182686,0,0,2.7755,20.341,0.7185,-0.1369,stop,200,off,50,opacity_only,no_reset,continue,0.6262,0.0022,1.9164,1.3737,0.5456,1.1962,1.1442
agentic,80,16000,199.134,182686,0,0,2.8647,20.703,0.7221,-0.1385,stop,200,off,50,opacity_only,no_reset,continue,0.6002,0.0021,1.6767,1.3923,0.5375,1.0765,1.0714
agentic,81,16200,202.007,182686,0,0,2.8727,20.578,0.7213,-0.1649,stop,200,off,50,opacity_only,no_reset,continue,0.6352,0.0024,1.762,1.3331,0.5573,1.1177,1.0897
agentic,82,16400,204.862,182686,0,0,2.855,20.562,0.7213,-0.1418,stop,200,off,50,opacity_only,no_reset,continue,0.6598,0.0025,2.0762,1.3159,0.5643,1.2607,1.1855
agentic,83,16600,207.725,182686,0,0,2.8634,20.402,0.7218,-0.1669,stop,200,off,50,opacity_only,no_reset,continue,0.6168,0.0022,1.7377,1.3657,0.5468,1.1071,1.0875
agentic,84,16800,210.645,182686,0,0,2.9201,20.565,0.7216,-0.1456,stop,200,off,50,opacity_only,no_reset,continue,0.6508,0.0024,2.0153,1.3297,0.5594,1.2361,1.168
agentic,85,17000,213.475,182686,0,0,2.8297,20.543,0.7255,-0.1398,stop,200,off,50,opacity_only,no_reset,continue,0.6118,0.0022,1.7065,1.3716,0.544,1.0914,1.0776
agentic,86,17200,216.252,182686,0,0,2.7772,20.424,0.7217,-0.1822,stop,200,off,50,opacity_only,no_reset,continue,0.6093,0.0022,1.662,1.3713,0.5427,1.0684,1.0619
agentic,87,17400,219.024,182686,0,0,2.7721,20.568,0.7244,-0.136,stop,200,off,50,opacity_only,no_reset,continue,0.6441,0.0024,1.9556,1.3388,0.5557,1.2106,1.1498
agentic,88,17600,221.931,182686,0,0,2.9061,20.619,0.7244,-0.147,stop,200,off,50,opacity_only,no_reset,continue,0.6448,0.0025,1.8092,1.3158,0.5627,1.1383,1.102
agentic,89,17800,224.88,182686,0,0,2.9491,20.681,0.7271,-0.146,stop,200,off,50,opacity_only,no_reset,continue,0.6554,0.0025,2.0273,1.32,0.5619,1.24,1.1697
agentic,90,18000,227.743,182686,0,0,2.8638,20.571,0.7255,-0.1592,stop,200,off,50,opacity_only,no_reset,continue,0.6325,0.0024,1.7619,1.3351,0.5558,1.1171,1.0894
agentic,91,18200,230.675,182686,0,0,2.9315,20.804,0.728,-0.1448,stop,200,off,50,opacity_only,no_reset,continue,0.6498,0.0024,1.9833,1.3278,0.5589,1.2215,1.1565
agentic,92,18400,233.638,182686,0,0,2.963,20.637,0.7291,-0.1573,stop,200,off,50,opacity_only,no_reset,continue,0.6338,0.0024,1.7536,1.3312,0.5565,1.1127,1.0857
agentic,93,18600,236.558,182686,0,0,2.92,20.643,0.7281,-0.1458,stop,200,off,50,opacity_only,no_reset,continue,0.6554,0.0025,1.9984,1.3173,0.562,1.227,1.1594
agentic,94,18800,239.475,182686,0,0,2.9167,20.699,0.7297,-0.1697,stop,200,off,50,opacity_only,no_reset,continue,0.6344,0.0024,1.7486,1.329,0.5568,1.11,1.0835
agentic,95,19000,242.675,182686,0,0,3.1999,20.576,0.7284,-0.1596,stop,200,off,50,opacity_only,no_reset,continue,0.667,0.0027,2.0451,1.2964,0.5685,1.2445,1.1705
agentic,96,19200,245.768,182686,0,0,3.0932,20.554,0.7305,-0.1629,stop,200,off,50,opacity_only,no_reset,continue,0.6334,0.0024,1.7413,1.3294,0.5563,1.1064,1.0809
agentic,97,19400,248.781,182686,0,0,3.0128,20.709,0.7292,-0.1495,stop,200,off,50,opacity_only,no_reset,continue,0.6656,0.0026,2.0251,1.2975,0.5678,1.236,1.164
agentic,98,19600,251.774,182686,0,0,2.9939,20.705,0.7312,-0.163,stop,200,off,50,opacity_only,no_reset,continue,0.6383,0.0025,1.7499,1.32,0.5591,1.1099,1.0819
agentic,99,19800,254.76,182686,0,0,2.9855,20.819,0.7315,-0.1482,stop,200,off,50,opacity_only,no_reset,continue,0.6457,0.0024,1.9244,1.3297,0.5567,1.1952,1.1369
agentic,100,20000,257.69,182686,0,0,2.9302,20.757,0.7326,-0.1966,stop,200,off,50,opacity_only,no_reset,continue,0.6454,0.0026,1.7557,1.3062,0.5632,1.1116,1.0812
agentic,101,20200,260.609,182686,0,0,2.9184,20.781,0.733,-0.1455,stop,200,off,50,opacity_only,no_reset,continue,0.6472,0.0024,1.9235,1.3261,0.5576,1.1943,1.1357
agentic,102,20400,263.647,182686,0,0,3.0384,20.665,0.7306,-0.1516,stop,200,off,50,opacity_only,no_reset,continue,0.6413,0.0025,1.7317,1.3114,0.5608,1.1004,1.0739
agentic,103,20600,266.7,182686,0,0,3.0534,20.709,0.7314,-0.1945,stop,200,off,50,opacity_only,no_reset,continue,0.648,0.0026,1.7284,1.2977,0.5646,1.0978,1.0701
agentic,104,20800,269.683,182686,0,0,2.9824,20.801,0.732,-0.1483,stop,200,off,50,opacity_only,no_reset,continue,0.647,0.0025,1.9043,1.324,0.5575,1.1853,1.1287
agentic,105,21000,272.755,182686,0,0,3.0726,20.756,0.7308,-0.1575,stop,200,off,50,opacity_only,no_reset,continue,0.6557,0.0027,1.7697,1.2858,0.569,1.1164,1.0818
agentic,106,21200,275.862,182686,0,0,3.1061,20.804,0.7321,-0.155,stop,200,off,50,opacity_only,no_reset,continue,0.6511,0.0025,1.9189,1.3162,0.5599,1.191,1.1319
agentic,107,21400,278.9,182686,0,0,3.0382,20.924,0.7353,-0.1518,stop,200,off,50,opacity_only,no_reset,continue,0.6667,0.0029,1.8064,1.2669,0.5752,1.1315,1.0904
agentic,108,21600,281.937,182686,0,0,3.0374,20.624,0.7329,-0.1909,stop,200,off,50,opacity_only,no_reset,continue,0.6423,0.0026,1.6991,1.304,0.5614,1.0837,1.0609
agentic,109,21800,284.999,182686,0,0,3.0621,20.703,0.7311,-0.1528,stop,200,off,50,opacity_only,no_reset,continue,0.6599,0.0026,1.9306,1.299,0.5648,1.1944,1.1323
agentic,110,22000,288.028,182686,0,0,3.0289,20.421,0.7314,-0.2016,stop,200,off,50,opacity_only,no_reset,continue,0.6453,0.0026,1.7116,1.2986,0.5632,1.0893,1.0641
agentic,111,22200,291.057,182686,0,0,3.0291,20.791,0.7331,-0.1508,stop,200,off,50,opacity_only,no_reset,continue,0.6572,0.0026,1.9103,1.3019,0.5635,1.1855,1.126
agentic,112,22400,294.147,182686,0,0,3.0893,20.914,0.7337,-0.1542,stop,200,off,50,opacity_only,no_reset,continue,0.6536,0.0027,1.7312,1.2838,0.5679,1.0976,1.0679
agentic,113,22600,297.24,182686,0,0,3.0934,20.697,0.7331,-0.155,stop,200,off,50,opacity_only,no_reset,continue,0.6652,0.0029,1.7491,1.263,0.5743,1.1044,1.07
agentic,114,22800,300.318,182686,0,0,3.0784,20.857,0.7344,-0.1673,stop,200,off,50,opacity_only,no_reset,continue,0.6604,0.0026,1.9168,1.2952,0.5652,1.1876,1.1267
agentic,115,23000,303.479,182686,0,0,3.1604,20.922,0.7363,-0.1577,stop,200,off,50,opacity_only,no_reset,continue,0.6753,0.0028,2.0035,1.271,0.5736,1.2226,1.1507
agentic,116,23200,306.705,182686,0,0,3.2263,20.679,0.733,-0.1679,stop,200,off,50,opacity_only,no_reset,continue,0.668,0.0029,1.7803,1.2589,0.5761,1.1183,1.0796
agentic,117,23400,309.789,182686,0,0,3.0835,20.913,0.7371,-0.1539,stop,200,off,50,opacity_only,no_reset,continue,0.6889,0.003,2.0406,1.2462,0.5811,1.2349,1.1578
agentic,118,23600,312.862,182686,0,0,3.0733,20.71,0.7333,-0.1988,stop,200,off,50,opacity_only,no_reset,continue,0.6505,0.0027,1.709,1.2853,0.5663,1.0868,1.0604
agentic,119,23800,315.992,182686,0,0,3.1304,20.789,0.7353,-0.1635,stop,200,off,50,opacity_only,no_reset,continue,0.6718,0.0028,1.9346,1.2724,0.5718,1.1927,1.128
agentic,120,24000,319.144,182686,0,0,3.1521,20.848,0.737,-0.1573,stop,200,off,50,opacity_only,no_reset,continue,0.6844,0.003,2.0229,1.2528,0.5788,1.2282,1.1532
agentic,121,24200,322.308,182686,0,0,3.1642,20.68,0.7362,-0.1811,stop,200,off,50,opacity_only,no_reset,continue,0.6482,0.0027,1.6857,1.2861,0.5651,1.0753,1.0524
agentic,122,24400,325.724,182686,0,0,3.4153,20.707,0.7353,-0.183,stop,200,off,50,opacity_only,no_reset,continue,0.6724,0.0028,1.9174,1.2691,0.5722,1.1847,1.1215
agentic,123,24600,329.038,182686,0,0,3.3144,20.936,0.7362,-0.1655,stop,200,off,50,opacity_only,no_reset,continue,0.686,0.003,2.0093,1.248,0.5797,1.2216,1.1477
agentic,124,24800,332.362,182686,0,0,3.3233,20.817,0.7349,-0.1972,stop,200,off,50,opacity_only,no_reset,continue,0.6886,0.0032,1.8266,1.2201,0.5877,1.1346,1.0873
agentic,125,25000,335.7,182686,0,0,3.3388,20.726,0.7348,-0.173,stop,200,off,50,opacity_only,no_reset,continue,0.6905,0.0031,2.0107,1.2388,0.5822,1.2209,1.1462
agentic,126,25200,339.043,182686,0,0,3.343,20.863,0.7365,-0.167,stop,200,off,50,opacity_only,no_reset,continue,0.6906,0.0031,2.031,1.2388,0.5824,1.2293,1.1528
agentic,127,25400,342.345,182686,0,0,3.3017,20.922,0.7384,-0.1753,stop,200,off,50,opacity_only,no_reset,continue,0.6584,0.0028,1.6941,1.2652,0.5709,1.0777,1.0511
agentic,128,25600,345.683,182686,0,0,3.338,20.698,0.7353,-0.1669,stop,200,off,50,opacity_only,no_reset,continue,0.6819,0.003,1.9304,1.2498,0.5776,1.1879,1.1218
agentic,129,25800,349.063,182686,0,0,3.3798,20.862,0.7368,-0.1714,stop,200,off,50,opacity_only,no_reset,continue,0.6704,0.003,1.7164,1.2437,0.5777,1.0865,1.0546
agentic,130,26000,352.396,182686,0,0,3.3331,20.611,0.735,-0.194,stop,200,off,50,opacity_only,no_reset,continue,0.6998,0.0032,2.0091,1.2193,0.5875,1.2173,1.1416
agentic,131,26200,355.744,182686,0,0,3.3479,20.668,0.7376,-0.1672,stop,200,off,50,opacity_only,no_reset,continue,0.7096,0.0034,2.0979,1.2042,0.593,1.2515,1.1676
agentic,132,26400,359.132,182686,0,0,3.3883,20.922,0.7382,-0.1694,stop,200,off,50,opacity_only,no_reset,continue,0.6855,0.0032,1.7818,1.2194,0.5862,1.1141,1.0718
agentic,133,26600,362.464,182686,0,0,3.3315,20.789,0.7384,-0.1992,stop,200,off,50,opacity_only,no_reset,continue,0.7018,0.0035,1.806,1.1907,0.5951,1.1214,1.0743
agentic,134,26800,365.838,182686,0,0,3.374,20.763,0.737,-0.1805,stop,200,off,50,opacity_only,no_reset,continue,0.6972,0.0032,1.9902,1.2215,0.5862,1.2095,1.1357
agentic,135,27000,369.215,182686,0,0,3.377,20.921,0.7411,-0.1687,stop,200,off,50,opacity_only,no_reset,continue,0.7016,0.0033,2.0301,1.2147,0.5888,1.2251,1.1474
agentic,136,27200,372.5,182686,0,0,3.2854,20.942,0.7406,-0.1811,stop,200,off,50,opacity_only,no_reset,continue,0.6807,0.0032,1.7378,1.223,0.5837,1.0942,1.0576
agentic,137,27400,375.82,182686,0,0,3.32,20.975,0.7408,-0.1659,stop,200,off,50,opacity_only,no_reset,continue,0.7166,0.0035,2.0632,1.1869,0.597,1.2343,1.1525
agentic,138,27600,379.146,182686,0,0,3.3257,20.924,0.7403,-0.2144,stop,200,off,50,opacity_only,no_reset,continue,0.7055,0.0036,1.8371,1.1829,0.5975,1.1337,1.0828
agentic,139,27800,382.435,182686,0,0,3.2892,20.79,0.7383,-0.1751,stop,200,off,50,opacity_only,no_reset,continue,0.7313,0.0038,2.1481,1.1623,0.6051,1.2642,1.1751
agentic,140,28000,385.747,182686,0,0,3.3117,20.866,0.7421,-0.1655,stop,200,off,50,opacity_only,no_reset,continue,0.7295,0.0038,2.1782,1.1657,0.6043,1.2767,1.1855
agentic,141,28200,389.05,182686,0,0,3.3028,20.971,0.7421,-0.1887,stop,200,off,50,opacity_only,no_reset,continue,0.7065,0.0036,1.8392,1.1799,0.5981,1.1341,1.0828
