method,block,iter,t,gaussians,added,pruned,block_seconds,val_psnr,val_ssim,reward,stop_intent,block_steps,densify_mode,densification_interval,prune_mode,opacity_reset,stop,densify_threshold_mult,prune_opacity_threshold,position_lr_mult,feature_lr_mult,opacity_lr_mult,scaling_lr_mult,rotation_lr_mult
agentic,26,5050,93.78,425317,0,0,3.7875,18.894,0.6732,-0.1192,stop,200,default,400,opacity_only,no_reset,continue,0.9419,0.0099,0.9817,0.7478,1.0152,0.7818,0.6841
agentic,27,5250,97.602,441594,17853,1576,3.8218,18.51,0.6617,-0.2582,stop,200,default,400,opacity_only,no_reset,continue,0.9328,0.0093,1.0481,0.8161,1.1246,0.8652,0.6704
agentic,28,5450,101.469,441594,0,0,3.8678,18.78,0.6767,-0.1527,stop,200,default,400,opacity_only,no_reset,continue,0.9436,0.01,0.9767,0.7416,1.0051,0.7744,0.6858
agentic,29,5650,105.327,458619,18454,1429,3.8577,18.542,0.6652,-0.3132,stop,200,default,400,opacity_only,no_reset,continue,0.9328,0.0093,1.0508,0.819,1.1311,0.8693,0.6698
agentic,30,5850,109.176,458619,0,0,3.8485,18.962,0.6834,-0.1263,stop,200,default,400,opacity_only,no_reset,continue,0.9444,0.01,0.9748,0.7394,1.0021,0.7723,0.6862
agentic,31,6050,113.06,475894,18892,1617,3.8845,18.491,0.6723,-0.2787,stop,200,default,400,opacity_only,no_reset,continue,0.9341,0.0094,1.0456,0.8132,1.1222,0.8629,0.6709
agentic,32,6250,117.003,475894,0,0,3.9425,18.816,0.6868,-0.1611,stop,200,default,400,opacity_only,no_reset,continue,0.9463,0.0101,0.9665,0.7298,0.9841,0.761,0.6885
agentic,33,6450,120.988,493096,19004,1802,3.9858,18.664,0.6789,-0.2355,stop,200,default,400,opacity_only,no_reset,continue,0.9366,0.0095,1.0349,0.8007,1.1015,0.8481,0.6735
agentic,34,6650,124.932,493096,0,0,3.9436,18.92,0.691,-0.1859,stop,200,default,400,opacity_only,no_reset,continue,0.9474,0.0101,0.9636,0.7262,0.9788,0.757,0.6894
agentic,35,6850,128.87,509571,18300,1825,3.9376,18.794,0.686,-0.1977,stop,200,default,400,opacity_only,no_reset,continue,0.9378,0.0095,1.0303,0.7955,1.0935,0.8424,0.6746
agentic,36,7050,132.859,509571,0,0,3.9896,18.964,0.6989,-0.1937,stop,200,default,400,opacity_only,no_reset,continue,0.949,0.0101,0.9575,0.7192,0.9656,0.7488,0.6911
agentic,37,7250,136.899,526491,18614,1694,4.0396,19.083,0.6968,-0.1842,stop,200,default,400,opacity_only,no_reset,continue,0.9371,0.0095,1.0356,0.8017,1.1053,0.8507,0.673
agentic,38,7450,140.9,526491,0,0,4.0008,19.091,0.6993,-0.1945,stop,200,default,400,opacity_only,no_reset,continue,0.9376,0.0095,1.0289,0.7947,1.0931,0.8429,0.6739
agentic,39,7650,144.953,543467,18953,1977,4.0533,19.003,0.6989,-0.236,stop,200,default,400,opacity_only,no_reset,continue,0.9379,0.0095,1.0277,0.7937,1.0908,0.8422,0.6739
agentic,40,7850,148.955,543467,0,0,4.0016,19.177,0.7066,-0.1885,stop,200,default,400,opacity_only,no_reset,continue,0.9499,0.0102,0.9563,0.718,0.9655,0.7485,0.6912
agentic,41,8050,153.055,560767,19159,1859,4.1,18.895,0.6976,-0.2593,stop,200,default,400,opacity_only,no_reset,continue,0.94,0.0096,1.0228,0.7874,1.0815,0.8346,0.6758
agentic,42,8250,157.193,560767,0,0,4.1387,19.297,0.7134,-0.1935,stop,200,default,400,opacity_only,no_reset,continue,0.9506,0.0102,0.955,0.7165,0.9636,0.7471,0.6915
agentic,43,8450,161.367,577497,18602,1872,4.1733,19.186,0.7054,-0.2469,stop,200,default,400,opacity_only,no_reset,continue,0.9412,0.0096,1.018,0.782,1.0728,0.8287,0.6768
agentic,44,8650,165.488,577497,0,0,4.1217,19.168,0.7125,-0.2026,stop,200,default,400,opacity_only,no_reset,continue,0.9524,0.0102,0.9482,0.7086,0.9487,0.7378,0.6935
agentic,45,8850,169.734,594066,18374,1805,4.2458,19.389,0.7141,-0.2084,stop,200,default,400,opacity_only,no_reset,continue,0.9433,0.0097,1.0097,0.7725,1.0564,0.8175,0.6789
agentic,46,9050,173.995,594066,0,0,4.261,19.296,0.7167,-0.2259,stop,200,default,400,opacity_only,no_reset,continue,0.9436,0.0097,1.0041,0.7667,1.0458,0.8109,0.6797
agentic,47,9250,178.287,608041,16719,2744,4.2917,19.212,0.716,-0.2134,stop,200,default,400,opacity_only,no_reset,continue,0.9544,0.0103,0.9402,0.6996,0.931,0.7274,0.6957
agentic,48,9450,182.613,608041,0,0,4.3259,19.352,0.7195,-0.2296,stop,200,default,400,opacity_only,no_reset,continue,0.9435,0.0097,1.0109,0.774,1.0606,0.8205,0.6783
agentic,49,9650,186.919,624259,18335,2117,4.3064,19.517,0.721,-0.2092,stop,200,default,400,opacity_only,no_reset,continue,0.9553,0.0104,0.937,0.696,0.9247,0.7236,0.6965
agentic,50,9850,191.231,624259,0,0,4.3122,19.401,0.7257,-0.2239,stop,200,default,400,opacity_only,no_reset,continue,0.9444,0.0097,1.0069,0.7697,1.0535,0.8158,0.6791
agentic,51,10050,195.543,639192,16770,1837,4.3113,19.339,0.7214,-0.2149,stop,200,default,400,opacity_only,no_reset,continue,0.956,0.0104,0.9352,0.694,0.9214,0.7216,0.697
agentic,52,10250,199.862,639192,0,0,4.3193,19.033,0.7209,-0.2764,stop,200,default,400,opacity_only,no_reset,continue,0.9461,0.0098,0.9998,0.7617,1.0393,0.8065,0.6808
agentic,53,10450,204.269,654491,17062,1763,4.4073,19.385,0.7266,-0.217,stop,200,default,400,opacity_only,no_reset,continue,0.9569,0.0104,0.9328,0.6913,0.9164,0.7186,0.6977
agentic,54,10650,208.705,654491,0,0,4.4361,19.404,0.7272,-0.2211,stop,200,default,400,opacity_only,no_reset,continue,0.9472,0.0098,0.9962,0.7576,1.0326,0.8022,0.6816
agentic,55,10850,213.211,669654,16307,1144,4.5061,19.396,0.7296,-0.2245,stop,200,default,400,opacity_only,no_reset,continue,0.9458,0.0098,0.9964,0.7595,1.0341,0.8057,0.6802
agentic,56,11050,217.702,669654,0,0,4.491,19.508,0.7328,-0.2271,stop,200,default,400,opacity_only,no_reset,continue,0.9472,0.0099,0.9914,0.7534,1.0239,0.7982,0.6817
agentic,57,11250,222.133,667362,0,2292,4.4307,19.664,0.7375,-0.2188,stop,200,off,400,opacity_only,no_reset,continue,0.9595,0.0105,0.9228,0.6798,0.8943,0.7053,0.7007
agentic,58,11450,226.594,667362,0,0,4.461,19.749,0.7369,-0.2361,stop,200,default,400,opacity_only,no_reset,continue,0.9636,0.0098,0.9931,0.7491,1.0239,0.7719,0.6908
agentic,59,11650,231.108,665700,0,1662,4.5135,19.713,0.7403,-0.2251,stop,200,off,400,opacity_only,no_reset,continue,0.9603,0.0105,0.9226,0.6791,0.8948,0.7043,0.7013
agentic,60,11850,235.517,665700,0,0,4.4096,19.581,0.7353,-0.2365,stop,200,default,400,opacity_only,no_reset,continue,0.9649,0.0098,0.9885,0.7435,1.0147,0.7654,0.6922
agentic,61,12050,239.987,664303,0,1397,4.4697,19.737,0.7423,-0.2218,stop,200,off,400,opacity_only,no_reset,continue,0.9602,0.0105,0.9249,0.6817,0.9015,0.708,0.7005
agentic,62,12250,244.436,664303,0,0,4.4493,19.587,0.7413,-0.2614,stop,200,default,400,opacity_only,no_reset,continue,0.9656,0.0099,0.9861,0.7407,1.0103,0.7624,0.6929
agentic,63,12450,248.894,662869,0,1434,4.4574,19.632,0.7392,-0.2228,stop,200,off,400,opacity_only,no_reset,continue,0.9624,0.0106,0.9159,0.6709,0.8795,0.6944,0.7037
agentic,64,12650,253.315,662869,0,0,4.4214,19.81,0.744,-0.2198,stop,200,default,400,opacity_only,no_reset,continue,0.9672,0.0099,0.981,0.7344,0.9995,0.7548,0.6947
agentic,65,12850,257.689,678914,16771,726,4.3738,19.731,0.7429,-0.2551,stop,200,default,400,opacity_only,no_reset,continue,0.9515,0.01,0.9787,0.7376,0.9999,0.7798,0.6858
agentic,66,13050,262.159,678914,0,0,4.4699,19.776,0.7465,-0.222,stop,200,off,400,opacity_only,no_reset,continue,0.9632,0.0106,0.9156,0.6704,0.8807,0.6942,0.704
agentic,67,13250,266.695,694178,16319,1055,4.5364,19.65,0.7409,-0.274,stop,200,default,400,opacity_only,no_reset,continue,0.9684,0.01,0.9756,0.7286,0.9893,0.7485,0.6959
agentic,68,13450,271.153,694178,0,0,4.458,19.597,0.7423,-0.2438,stop,200,off,400,opacity_only,no_reset,continue,0.9644,0.0106,0.9121,0.6661,0.8726,0.6889,0.7054
agentic,69,13650,275.67,692501,0,1677,4.517,19.693,0.7449,-0.2252,stop,200,off,400,opacity_only,no_reset,continue,0.9798,0.0105,0.9141,0.6644,0.873,0.6688,0.714
agentic,70,13850,280.131,692501,0,0,4.4607,19.895,0.7506,-0.2221,stop,200,default,400,opacity_only,no_reset,continue,0.9705,0.01,0.9687,0.7204,0.9748,0.739,0.6982
agentic,71,14050,284.644,707591,15939,849,4.5137,19.695,0.7455,-0.2667,stop,200,default,400,opacity_only,no_reset,continue,0.9541,0.0101,0.9701,0.728,0.984,0.7693,0.688
agentic,72,14250,289.19,707591,0,0,4.5457,19.71,0.7477,-0.2287,stop,200,off,400,opacity_only,no_reset,continue,0.9661,0.0107,0.9065,0.6599,0.8607,0.6819,0.7071
agentic,73,14450,293.757,706163,0,1428,4.5664,19.727,0.748,-0.2283,stop,200,off,400,opacity_only,no_reset,continue,0.9812,0.0106,0.9102,0.6599,0.8649,0.664,0.7153
agentic,74,14650,298.36,706163,0,0,4.6035,19.691,0.75,-0.2301,stop,200,default,400,opacity_only,no_reset,continue,0.972,0.0101,0.9635,0.7146,0.9647,0.7328,0.6995
agentic,75,14850,302.998,719667,14323,819,4.6377,19.631,0.7463,-0.248,stop,200,default,400,opacity_only,no_reset,continue,0.9566,0.0102,0.9614,0.7178,0.9661,0.7572,0.6906
agentic,76,15050,307.833,719667,0,0,4.8348,19.654,0.749,-0.2417,stop,200,off,400,opacity_only,no_reset,continue,0.9672,0.0107,0.9046,0.6577,0.8581,0.6798,0.7078
agentic,77,15250,312.523,719667,0,0,4.6906,19.663,0.7464,-0.2371,stop,200,default,400,opacity_only,no_reset,continue,0.9734,0.0101,0.957,0.7078,0.9518,0.7254,0.701
agentic,78,15450,317.155,719667,0,0,4.6319,19.85,0.7515,-0.2314,stop,200,off,400,opacity_only,no_reset,continue,0.9678,0.0107,0.9042,0.6571,0.8578,0.6794,0.7081
agentic,79,15650,321.842,719667,0,0,4.6868,19.777,0.7515,-0.2472,stop,200,default,400,opacity_only,no_reset,continue,0.9729,0.0101,0.9603,0.7118,0.96,0.7309,0.6997
agentic,80,15850,326.592,719667,0,0,4.7505,19.823,0.7536,-0.2374,stop,200,off,400,opacity_only,no_reset,continue,0.9687,0.0107,0.9015,0.6538,0.8519,0.6755,0.7091
agentic,81,16050,331.172,719667,0,0,4.58,19.75,0.754,-0.2467,stop,200,default,400,opacity_only,no_reset,continue,0.9757,0.0102,0.9491,0.6986,0.9351,0.7146,0.7035
agentic,82,16250,335.904,719667,0,0,4.7318,19.851,0.7557,-0.2364,stop,200,off,400,opacity_only,no_reset,continue,0.9692,0.0107,0.9016,0.6538,0.8529,0.6756,0.7093
agentic,83,16450,340.448,719667,0,0,4.5442,19.829,0.7545,-0.2403,stop,200,default,400,opacity_only,no_reset,continue,0.9759,0.0102,0.9492,0.6987,0.9362,0.715,0.7035
agentic,84,16650,345.158,719667,0,0,4.7096,19.775,0.7564,-0.2354,stop,200,off,400,opacity_only,no_reset,continue,0.9698,0.0108,0.9005,0.6525,0.8512,0.6742,0.7097
agentic,85,16850,349.894,719667,0,0,4.7361,19.8,0.7539,-0.2471,stop,200,default,400,opacity_only,no_reset,continue,0.975,0.0102,0.9534,0.7038,0.9465,0.7222,0.7017
agentic,86,17050,354.513,719667,0,0,4.6188,19.833,0.7565,-0.2309,stop,200,off,400,opacity_only,no_reset,continue,0.9709,0.0108,0.8969,0.648,0.8426,0.6687,0.7112
agentic,87,17250,359.153,719667,0,0,4.6397,19.93,0.7562,-0.2435,stop,200,default,400,opacity_only,no_reset,continue,0.9762,0.0102,0.9496,0.6992,0.9384,0.7167,0.7031
agentic,88,17450,363.715,719667,0,0,4.5624,19.747,0.7569,-0.2281,stop,200,off,400,opacity_only,no_reset,continue,0.972,0.0108,0.8938,0.6443,0.8354,0.664,0.7125
agentic,89,17650,368.294,719667,0,0,4.5793,19.766,0.7552,-0.2336,stop,200,default,400,opacity_only,no_reset,continue,0.9765,0.0102,0.9487,0.6983,0.9371,0.716,0.7032
agentic,90,17850,372.878,719667,0,0,4.5837,19.702,0.7563,-0.2506,stop,200,off,400,opacity_only,no_reset,continue,0.9721,0.0108,0.8948,0.6455,0.839,0.6658,0.7121
agentic,91,18050,377.514,719667,0,0,4.6359,19.923,0.7569,-0.2317,stop,200,off,400,opacity_only,no_reset,continue,0.9866,0.0107,0.8975,0.645,0.84,0.6483,0.7201
agentic,92,18250,382.181,719667,0,0,4.6668,19.937,0.7596,-0.2362,stop,200,default,400,opacity_only,no_reset,continue,0.9777,0.0103,0.9457,0.6945,0.9312,0.7117,0.7044
agentic,93,18450,386.691,719667,0,0,4.5103,19.827,0.7589,-0.2255,stop,200,off,400,opacity_only,no_reset,continue,0.9729,0.0108,0.8931,0.6434,0.8361,0.6636,0.7129
agentic,94,18650,391.265,719667,0,0,4.5744,19.967,0.7589,-0.2287,stop,200,off,400,opacity_only,no_reset,continue,0.9784,0.0103,0.9429,0.6917,0.9257,0.7086,0.705
agentic,95,18850,395.752,719667,0,0,4.487,19.937,0.7603,-0.2243,stop,200,off,400,opacity_only,no_reset,continue,0.9785,0.0103,0.9412,0.6896,0.9224,0.7062,0.7054
agentic,96,19050,400.319,719667,0,0,4.5663,19.841,0.7575,-0.2492,stop,200,off,400,opacity_only,no_reset,continue,0.9805,0.0104,0.9329,0.68,0.9032,0.6939,0.7085
agentic,97,19250,404.842,719667,0,0,4.5232,19.718,0.7582,-0.2262,stop,200,off,400,opacity_only,no_reset,continue,0.9887,0.0108,0.8909,0.6371,0.8254,0.6392,0.7227
agentic,98,19450,409.443,719667,0,0,4.6008,19.825,0.7595,-0.23,stop,200,off,400,opacity_only,no_reset,continue,0.9891,0.0108,0.8919,0.6381,0.8279,0.6404,0.7227
agentic,99,19650,414.02,719667,0,0,4.5774,19.69,0.7568,-0.2471,stop,200,off,400,opacity_only,no_reset,continue,0.9801,0.0104,0.9378,0.6855,0.9154,0.7017,0.7069
agentic,100,19850,418.623,719667,0,0,4.6026,19.784,0.7584,-0.2301,stop,200,off,400,opacity_only,no_reset,continue,0.9899,0.0109,0.887,0.6324,0.8161,0.6337,0.7243
agentic,101,20050,423.161,719667,0,0,4.5384,19.816,0.7586,-0.2269,stop,200,off,400,opacity_only,no_reset,continue,0.9817,0.0104,0.9331,0.6797,0.9048,0.6946,0.7087
agentic,102,20250,427.753,719667,0,0,4.5918,19.891,0.7606,-0.2323,stop,200,off,400,opacity_only,no_reset,continue,0.9819,0.0104,0.9299,0.6766,0.8984,0.6909,0.7093
agentic,103,20450,432.323,719667,0,0,4.5703,19.861,0.7606,-0.2285,stop,200,off,400,opacity_only,no_reset,continue,0.9907,0.0109,0.8854,0.6305,0.8132,0.6317,0.725
agentic,104,20650,436.841,719667,0,0,4.5178,19.881,0.759,-0.233,stop,200,off,400,opacity_only,no_reset,continue,0.9819,0.0104,0.9326,0.6795,0.9048,0.6951,0.7085
agentic,105,20850,441.375,719667,0,0,4.5339,20.105,0.7626,-0.2267,stop,200,off,400,opacity_only,no_reset,continue,0.9907,0.0109,0.886,0.6314,0.8158,0.6333,0.7246
agentic,106,21050,445.982,719667,0,0,4.6066,19.8,0.76,-0.2632,stop,200,off,400,opacity_only,no_reset,continue,0.9826,0.0104,0.9301,0.6767,0.8999,0.6919,0.7093
agentic,107,21250,450.489,719667,0,0,4.5075,19.957,0.7636,-0.2254,stop,200,off,400,opacity_only,no_reset,continue,0.9924,0.0109,0.88,0.6243,0.8003,0.6244,0.7272
agentic,108,21450,455.061,719667,0,0,4.5721,19.699,0.7614,-0.2328,stop,200,off,400,opacity_only,no_reset,continue,0.9847,0.0105,0.9232,0.6684,0.8839,0.6813,0.7122
agentic,109,21650,459.519,719667,0,0,4.4582,20.022,0.762,-0.2229,stop,200,off,400,opacity_only,no_reset,continue,0.992,0.0109,0.8829,0.6277,0.8089,0.6292,0.7259
agentic,110,21850,464.066,719667,0,0,4.547,19.96,0.7625,-0.2279,stop,200,off,400,opacity_only,no_reset,continue,0.9849,0.0105,0.9224,0.6677,0.8829,0.6809,0.7122
agentic,111,22050,468.577,719667,0,0,4.5103,19.865,0.7616,-0.2278,stop,200,off,400,opacity_only,no_reset,continue,0.9926,0.0109,0.8815,0.6262,0.8062,0.6275,0.7264
agentic,112,22250,473.084,719667,0,0,4.5071,19.92,0.7629,-0.2267,stop,200,off,400,opacity_only,no_reset,continue,0.9942,0.011,0.8774,0.621,0.7947,0.6207,0.7288
agentic,113,22450,477.827,719667,0,0,4.7429,19.985,0.764,-0.2371,stop,200,off,400,opacity_only,no_reset,continue,0.9943,0.011,0.8778,0.6214,0.7961,0.6214,0.7287
agentic,114,22650,482.411,719667,0,0,4.5847,19.926,0.764,-0.2488,stop,200,off,400,opacity_only,no_reset,continue,0.9861,0.0105,0.9191,0.6639,0.8764,0.6768,0.7133
agentic,115,22850,486.945,719667,0,0,4.5341,19.932,0.7613,-0.2446,stop,200,off,400,opacity_only,no_reset,continue,0.9942,0.011,0.8767,0.6205,0.7948,0.6207,0.7286
agentic,116,23050,491.436,719667,0,0,4.4905,19.924,0.7634,-0.2245,stop,200,off,400,opacity_only,no_reset,continue,0.9953,0.011,0.8749,0.618,0.7893,0.6175,0.7299
agentic,117,23250,495.977,719667,0,0,4.5411,19.933,0.7611,-0.2586,stop,200,off,400,opacity_only,no_reset,continue,0.9863,0.0106,0.9188,0.6639,0.8768,0.6778,0.713
agentic,118,23450,500.44,719667,0,0,4.4627,20.009,0.7631,-0.2231,stop,200,off,400,opacity_only,no_reset,continue,0.9951,0.011,0.8744,0.6178,0.7896,0.6178,0.7295
agentic,119,23650,505.014,719667,0,0,4.5741,20.021,0.7627,-0.2475,stop,200,off,400,opacity_only,no_reset,continue,0.9878,0.0106,0.9137,0.6579,0.8651,0.6702,0.7151
agentic,120,23850,509.577,719667,0,0,4.5628,20.038,0.7637,-0.23,stop,200,off,400,opacity_only,no_reset,continue,0.9962,0.011,0.8706,0.6133,0.78,0.6122,0.7313
agentic,121,24050,514.122,719667,0,0,4.5456,19.889,0.7633,-0.2273,stop,200,off,400,opacity_only,no_reset,continue,0.9964,0.011,0.8727,0.6156,0.7857,0.6153,0.7307
agentic,122,24250,518.702,719667,0,0,4.5795,20.062,0.7641,-0.229,stop,200,off,400,opacity_only,no_reset,continue,0.9877,0.0106,0.914,0.6587,0.8671,0.6722,0.7144
agentic,123,24450,523.286,719667,0,0,4.5841,19.925,0.7627,-0.2359,stop,200,off,400,opacity_only,no_reset,continue,0.988,0.0106,0.911,0.6555,0.8609,0.6682,0.7152
agentic,124,24650,527.85,719667,0,0,4.5639,19.742,0.7617,-0.2445,stop,200,off,400,opacity_only,no_reset,continue,0.9969,0.0111,0.8697,0.6124,0.7792,0.6118,0.7315
agentic,125,24850,532.411,719667,0,0,4.5616,20.03,0.7631,-0.2281,stop,200,off,400,opacity_only,no_reset,continue,0.9975,0.0111,0.87,0.6125,0.7796,0.6119,0.7318
agentic,126,25050,536.952,719667,0,0,4.5409,20.079,0.7639,-0.2276,stop,200,off,400,opacity_only,no_reset,continue,0.9897,0.0107,0.9073,0.651,0.8524,0.6628,0.717
agentic,127,25250,541.5,719667,0,0,4.5479,19.871,0.763,-0.2583,stop,200,off,400,opacity_only,no_reset,continue,0.9977,0.0111,0.8679,0.6104,0.7755,0.6096,0.7323
agentic,128,25450,546.025,719667,0,0,4.5251,19.935,0.7633,-0.2263,stop,200,off,400,opacity_only,no_reset,continue,0.9979,0.0111,0.8693,0.6119,0.7792,0.6118,0.7319
agentic,129,25650,550.607,719667,0,0,4.5816,19.676,0.7596,-0.2437,stop,200,off,400,opacity_only,no_reset,continue,0.9909,0.0107,0.9035,0.6467,0.8441,0.6577,0.7184
agentic,130,25850,555.155,719667,0,0,4.5479,20.084,0.7642,-0.2274,stop,200,off,400,opacity_only,no_reset,continue,0.9986,0.0111,0.8654,0.6074,0.7694,0.6063,0.7334
agentic,131,26050,559.708,719667,0,0,4.5534,19.785,0.7614,-0.2643,stop,200,off,400,opacity_only,no_reset,continue,0.9918,0.0107,0.9007,0.6435,0.8379,0.6539,0.7195
agentic,132,26250,564.369,719667,0,0,4.6603,20.036,0.7643,-0.233,stop,200,off,400,opacity_only,no_reset,continue,0.9992,0.0111,0.8639,0.6057,0.7662,0.6044,0.7341
agentic,133,26450,568.982,719667,0,0,4.6129,19.97,0.7626,-0.263,stop,200,off,400,opacity_only,no_reset,continue,0.9924,0.0108,0.8988,0.6414,0.8339,0.6515,0.7202
agentic,134,26650,573.716,719667,0,0,4.7341,19.758,0.7616,-0.259,stop,200,off,400,opacity_only,no_reset,continue,0.9991,0.0111,0.8648,0.607,0.7699,0.6066,0.7334
agentic,135,26850,578.406,719667,0,0,4.6904,20.012,0.7637,-0.2345,stop,200,off,400,opacity_only,no_reset,continue,0.9997,0.0111,0.8643,0.6063,0.7683,0.6056,0.734
agentic,136,27050,582.949,719667,0,0,4.5424,19.971,0.7646,-0.2271,stop,200,off,400,opacity_only,no_reset,continue,0.9929,0.0108,0.8971,0.6397,0.8309,0.6501,0.7205
agentic,137,27250,587.555,719667,0,0,4.6067,19.89,0.761,-0.2588,stop,200,off,400,opacity_only,no_reset,continue,0.9933,0.0108,0.8941,0.6365,0.8241,0.646,0.7214
agentic,138,27450,592.133,719667,0,0,4.5777,19.967,0.7648,-0.2289,stop,200,off,400,opacity_only,no_reset,continue,1.0006,0.0112,0.8608,0.6023,0.76,0.6009,0.7353
agentic,139,27650,596.656,719667,0,0,4.5227,19.948,0.7644,-0.2429,stop,200,off,400,opacity_only,no_reset,continue,0.9929,0.0108,0.8972,0.6403,0.8325,0.6518,0.7199
agentic,140,27850,601.13,719667,0,0,4.4746,20.042,0.7638,-0.2237,stop,200,off,400,opacity_only,no_reset,continue,1.0012,0.0112,0.8585,0.5996,0.7542,0.5976,0.7364
